ISBN,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9780007461240,The Screwtape Letters: Letters From A Senior To A Junior Devil,C. S. Lewis,Paperback,19.99,18.25,7461240,2012-07-01,HarperCollins Publishers,224
9780349419220,Someone to Trust,Mary Balogh,Paperback,22.99,20.4,349419221,2018-11-27,Little Brown,400
9781841495965,The Traitor Queen,Trudi Canavan,Paperback,22.99,20.4,1841495964,2013-07-30,Little Brown,544
9781465458551,The Philosophy Book,Dk,Paperback,36.25,36.25,1465458557,2017-02-21,DK PUB INC                    ,352
9780356510644,The Unbound Empire,Melissa Caruso,Paperback,24.99,21.75,356510646,2019-04-23,Little Brown,560
9781529003314,Split Second,David Baldacci,Paperback,19.99,18.25,1529003318,2019-11-12,Pan Macmillan UK,608
9781846272998,Deep Sea and Foreign Going,Rose George,Paperback,24.99,21.75,1846272998,2014-08-01,Granta,320
9781509898831,Looking Good Dead,Peter James,Paperback,22.99,20.4,1509898832,2019-04-23,Pan Macmillan UK,544
9780755332557,Kiss,Jill Mansell,Paperback,26.99,26.25,755332555,2007-05-10,Headline,512
9780722538074,How to Talk to Anyone,Leil Lowndes,Paperback,24.99,21.75,722538073,1999-04-28,HarperCollins Publishers,352
9780761169253,Steal Like an Artist,Austin Kleon,Paperback,26.99,22.95,761169253,2012-05-01,Workman,160
9780765377104,Death's End,Cixin Liu,Hardcover,52.25,52.25,765377101,2016-09-20,TOR BOOKS                     ,608
9780141185071,East of Eden,John Steinbeck,Paperback,22.99,20.35,141185074,2003-10-01,Penguin UK,640
9781785760457,Exile,James Swallow,Paperback,27.99,23.75,1785760459,2018-04-24,Bonnier,576
9780525520375,There There,Tommy Orange,Hardcover,51.95,51.95,525520376,2018-06-05,KNOPF                         ,304
9780439023481,The Hunger Games (USA Edition),Suzanne Collins,Hardcover,40.75,40.75,439023483,2008-10-01,Scholastic US,384
9780316187169,New Joe Abercrombie Novel #1,Joe Abercrombie,Hardcover,51.75,51.75,031618716X,2019-09-17,ORBIT                         ,480
9780755307500,Small Island,Andrea Levy,Paperback,24.99,21.75,075530750X,2010-01-01,Headline,560
9780761144793,The G.I. Diet,Rick Gallop,Paperback,25.75,25.75,076114479X,2010-01-01,WORKMAN PR                    ,164
9780755349272,2nd Chance,James Patterson,Paperback,22.99,20.4,075534927X,2009-08-01,Headline,432
9781328508317,Council of Twelve,Oliver Potzsch,Paperback,37.49,37.49,1328508315,2018-05-29,MARINER BOOKS                 ,512
9780091816971,Who Moved My Cheese? ,Spencer Johnson,Paperback,19.99,18.25,91816971,1999-04-01,RANDOM HOUSE UK,96
9780446692649,Cat & Mouse,James Patterson,Paperback,41.16,41.16,446692646,2003-08-01,GRAND CENTRAL PUBL            ,419
9781101903919,Cravings,Chrissy Teigen,Hardcover,50.25,50.25,1101903910,2016-02-23,POTTER CLARKSON N             ,240
9780830844135,John,Michael Card,Paperback,37.07,37.07,830844139,2014-07-14,INTER VARSITY PR              ,237
9781509862344,The Man From St Petersburg,Ken Follett,Paperback,21.99,19.75,150986234X,2019-05-28,Pan Macmillan UK,464
9780674729018,Make It Stick,Peter C. Brown,Hardcover,59.95,39.75,674729013,2014-04-14,Harvard University Press,336
9780842313940,Hinds' Feet on High Places,Hannah Hurnard,Hardcover,28.99,26.25,084231394X,1986-07-25,TYNDALE PUB                   ,320
9780755374076,Goodnight Lady,Martina Cole,Paperback,24.99,21.75,075537407X,2011-01-01,Headline,832
9780768403053,Gateway to the Seer Realm,Barbie Breathitt,Paperback,32.63,32.63,768403057,2012-08-21,DESTINY IMAGE INC             ,316
9780751540031,From the Dead,Mark Billingham,Paperback,22.99,20.4,075154003X,2011-05-31,Little Brown,496
9780765377081,The Dark Forest,Cixin Liu,Hardcover,52.25,52.25,076537708X,2015-08-11,Tor Books,512
9780008168186,Tribe,Sebastian Junger,Paperback,19.99,18.25,8168180,2017-06-02,HarperCollins Publishers,192
9780755349296,4th of July,James Patterson,Paperback,22.99,20.4,755349296,2009-09-01,Headline,448
9781101984796,Christmas Bells,Jennifer Chiaverini,Paperback,44.25,44.25,1101984791,2016-10-11,Penguin Group USA,352
9780755399604,A Liverpool Legacy,Anne Baker,Paperback,27.5,27.5,755399609,2014-06-05,Headline,384
9780316388696,The Raven Tower,Ann Leckie,Hardcover,62.75,62.75,316388696,2019-02-26,ORBIT                         ,432
9780755349388,London Bridges,James Patterson,Paperback,22.99,20.35,755349385,2010-08-01,Headline,448
9780007152599,"Men Are From Mars, Women Are From Venus",John Gray,Paperback,24.99,21.75,7152590,2012-06-01,HarperCollins Publishers,320
9781844082414,The Night Watch,Sarah Waters,Paperback,24.99,21.75,1844082415,2006-06-01,Little Brown,506
9780486499055,Easy Spanish Phrase Book New Edition,Garcia Loaeza,Paperback,12.99,12.75,486499057,2013-03-21,Dover Publications Inc.,80
9780679720201,The Stranger,Albert Camus,Paperback,24.99,20.75,679720200,1989-03-13,RANDOM HOUSE US,144
9781538711804,Total Control,David Baldacci,Paperback,41.25,41.25,153871180X,2019-01-29,GRAND CENTRAL PUBL            ,656
9781250166548,Edgedancer,Brandon Sanderson,Hardcover,21.35,21.35,1250166543,2017-10-17,St Martin's Press,272
9780768413793,Unlocking Destinies From the Courts of Heaven Leader's Guide,Robert Henderson,Paperback,28.5,28.5,768413796,2017-03-21,,192
9780755378456,If You Were Me,Sheila O'Flanagan,Paperback,26.99,22.95,755378458,2015-05-12,Headline,464
9780862788438,Stakeknife,Greg Harkin,Paperback,36.75,36.75,862788439,2004-02-18,O'Brien Press Ltd,280
9780768448887,Redeeming Your Bloodline,Hrvoje Sirovina,Paperback,32.63,32.63,768448883,2019-05-01,SOUND WISDOM,224
9781408894811,Tenth of December,George Saunders,Paperback,22.99,20.4,1408894815,2017-12-01,Bloomsbury,288
9781250147905,The Hazel Wood,Melissa Albert,Hardcover,37.5,37.5,1250147905,2018-01-30,FLATIRON                      ,368
9780356500287,Fool Moon : Dresden Files,Jim Butcher,Paperback,20.4,20.4,356500284,2011-05-05,Little Brown,341
9780007350865,A Christmas Carol,Charles Dickens,Paperback,7.95,7.95,7350864,2010-04-01,HarperCollins Publishers,144
9780765325945,Towers of Midnight (US EDITION),Robert Jordan,Hardcover,65.25,65.25,765325942,2010-11-02,TOR BOOKS                     ,864
9780743273565,The Great Gatsby,F. Scott Fitzgerald,Paperback,30.25,30.25,743273567,2004-10-01,SCRIBNER BOOKS CO             ,180
9780753555200,Zero to One,Peter Thiel,Paperback,24.99,21.75,753555204,2015-06-04,RANDOM HOUSE UK,224
9780060652951,The Great Divorce,C. S. Lewis,Paperback,31.75,31.75,60652950,2015-04-21,HARPERCOLLINS                 ,160
9780753541593,The Bracelet,Fredrica Alleyn,Paperback,32.99,26.95,753541599,2013-04-15,RANDOM HOUSE UK,320
9780749954215,Glory in Death,J.D. Robb,Paperback,22.99,20.35,749954213,2011-01-01,Little Brown,416
9780751548303,The Summer Queen,Elizabeth Chadwick,Paperback,24.99,21.75,751548308,2014-07-08,Little Brown,496
9780446179669,4th of July,James Patterson,Paperback,35.95,35.95,446179663,2008-07-01,GRAND CENTRAL PUBL            ,400
9780006174547,The Cardinal of the Kremlin,Tom Clancy,Paperback,28.75,28.75,000617454X,1989-12-01,HarperCollins Publishers,624
9780830839629,A Week in the Life of Corinth,Ben Witherington Ii,Paperback,32.96,32.96,830839623,2012-03-30,InterVarsity Press,159
9780755348367,Centurion,Simon Scarrow,Paperback,20.4,20.4,755348362,2008-08-01,Headline,533
9780446699310,The 5th Horseman,James Patterson,Paperback,37.47,37.47,446699314,2007-04-17,GRAND CENTRAL PUBL            ,432
9780751544831,Black Notice,Patricia Cornwell,Paperback,22.99,20.4,751544833,2010-11-01,Little Brown,464
9780486817316,The Expression of the Emotions in Man and Animal,Charles Darwin,Paperback,34.99,28.5,486817318,2018-03-01,Dover Publications Inc.,416
9780349121321,The Glass Room,Simon Mawer,Paperback,22.99,20.4,034912132X,2010-08-01,Little Brown,416
9780425285947,Dark Age,Pierce Brown,Hardcover,49.25,49.25,425285944,2019-07-30,Del Rey Books,800
9780830845507,Defending Your Marriage - The Reality of Spiritual Battle,Tim Muehlhoff,Paperback,31.64,27.25,083084550X,2018-11-13,InterVarsity Press,176
9780008139483,The Pale Horseman [TV Tie-in Edition],Bernard Cornwell,Paperback,22.99,20.4,8139482,2015-09-21,HarperCollins Publishers,432
9780446392303,Healing Back Pain,John E. Sarno M.D.,Paperback,31.75,31.75,446392308,1991-02-01,Little Brown,208
9780356500959,Cold Days,Jim Butcher,Paperback,20.4,20.4,356500950,2013-09-10,Little Brown,646
9780761168935,Keep Your Brain Alive,Lawrence Katz,Paperback,20.25,20.25,761168931,2014-06-02,Workman,204
9780755379309,When God Was a Rabbit,Sarah Winman,Paperback,22.99,20.35,755379306,2011-11-29,Headline,352
9780393347777,Naked Statistics,Charles Wheelan,Paperback,29.95,22.25,039334777X,2014-01-13,W W Norton & Company,304
9780340748275,Lancashire Lass,Anna Jacobs,Paperback,24.25,24.25,340748273,2001-02-01,Hodder & Stoughton,416
9780768419580,The Dream Book,Stephanie Schureman,Paperback,33.6,33.6,768419581,2019-03-19,DESTINY IMAGE INC             ,272
9780830826490,All Things New,Brian J. Tabb,Paperback,56.03,56.03,830826491,2019-04-30,IVP ACADEMIC                  ,280
9780007569243,The Singles Game,Lauren Weisberger,Paperback,22.99,19.5,7569246,2016-12-19,HarperCollins Publishers,432
9781841494197,Matter,Iain M. Banks,Paperback,22.99,20.35,1841494194,2009-02-01,Little Brown,656
9780544340688,The Giver (Movie Tie-In Edition),Lois Lowry,Paperback,22.9,22.9,054434068X,2014-07-01,Clarion Books,256
9780752883649,The Falls,Ian Rankin,Paperback,22.99,20.4,075288364X,2008-10-01,Orion,512
9780751548761,Lazybones,Mark Billingham,Paperback,26.25,26.25,751548766,2012-04-24,Little Brown,496
9781405928335,Enemy of God,Bernard Cornwell,Paperback,22.99,20.35,1405928336,2016-11-28,Penguin UK,496
9781846276842,Convenience Store Woman,Sayaka Murata,Paperback,22.99,20.35,1846276845,2019-06-03,Granta,176
9780755396511,The Other Daughter,Lisa Gardner,Paperback,24.99,21.75,755396510,2012-11-13,Headline,416
9780755384839,You Can't Hide (The Chicago Series Book 4),Karen Rose,Paperback,22.5,22.5,755384830,2015-07-02,Headline Publishing Group,448
9780768442830,Seeing Behind the Veil,Ana Werner,Paperback,39.33,39.33,768442834,2018-09-18,DESTINY IMAGE INC             ,240
9780486811246,Seneca'S Letters from a Stoic,Lucius Annaeus Seneca,Paperback,29.99,25.25,486811247,2017-01-27,Dover Publications Inc.,496
9780989768412,Hardwired,Meredith Wild,Paperback,22.17,21.75,989768414,2015-01-24,WATERHOUSE PR                 ,288
9780751566925,Love Like Blood,Mark Billingham,Paperback,22.99,20.4,751566926,2018-03-13,Little Brown,512
9781841498959,Surface Detail,Iain M Banks,Paperback,22.99,20.35,1841498955,2011-05-31,Little Brown,640
9780749929695,Northern Lights,Nora Roberts,Paperback,22.99,20.4,749929693,2009-06-01,Little Brown,576
9781538715499,Eat to Beat Disease,William W. Li,Hardcover,159.4,159.4,153871549X,2019-03-01,GRAND CENTRAL PUBL            ,688
9780735219090,Where the Crawdads Sing,Delia Owens,Hardcover,48.9,48.9,735219095,2018-08-14,G P PUTNAM SONS               ,384
9780749020552,Peace Comes to Honeyfield,Anna Jacobs,Paperback,25.4,25.4,749020555,2019-05-01,Faber Factory,352
9780842379427,Heaven,Randy Alcorn,Hardcover,50.99,45.9,842379428,2004-10-01,Tyndale House Publishers,560
9780842308243,Endurance,Alfred Lansing,Paperback,32.75,32.75,842308245,1999-05-01,TYNDALE PUB                   ,272
9780340911709,The Fall,Robert Muchamore,Paperback,19.99,18.25,340911700,2007-03-01,Hachette Children's Books,352
9781612120133,The Chicken Health Handbook,Gail Damerow,Paperback,45,42.9,161212013X,2015-12-29,Workman,496
9781529003239,The Simple Truth,David Baldacci,Paperback,17.99,16.75,1529003237,2019-07-09,Pan Macmillan UK,704
9780755322824,Stardust,Neil Gaiman,Paperback,22.99,18.95,755322827,1999-05-01,Headline,214
9780761160854,The Essential Guide to Getting Your Book Published,Arielle Eckstut,Paperback,32.59,32.59,076116085X,2010-11-04,Workman,544
9780008117450,Ship of Magic,Robin Hobb,Paperback,22.99,20.35,8117454,2015-08-13,HarperCollins Publishers,896
9780857202970,The Night Stalker,Chris Carter,Paperback,22.99,20.4,857202979,2012-03-01,Simon & Schuster UK,464
9780586066232,The Songs of Distant Earth,Arthur C Clarke,Paperback,23.4,23.4,586066233,1998-11-02,HarperCollins Publishers,240
9780786954032,Sojourn,R.A. Salvatore,ePUB,16.12,12.99,786954035,2009-06-23,Wizards of the Coast Publishing,352
9780571336234,I Am Dynamite!,Sue Prideaux,ePUB,16.49,14.99,057133623X,2018-10-02,Faber & Faber,416
9781401954741,It's Not Your Money,Tosha Silver,ePUB,19.06,15.99,140195474X,2019-02-05,Hay House,
9781405528252,The First Fifteen Lives of Harry August,Claire North,ePUB,11.99,11.99,1405528257,2014-04-08,"Little, Brown Book Group",416
9781407096186,The Devil's Alternative,Frederick Forsyth,ePUB,15.99,15.99,1407096184,2011-05-30,Random House,496
9780761176916,Cure Your Child with Food,Kelly Dorfman,ePUB,23.99,23.99,761176918,2013-05-14,Workman Publishing Company,368
9780718198114,Threat Vector,Tom Clancy,ePUB,15.99,15.99,718198115,2012-12-06,Penguin Books Ltd,720
9780748117215,Towers of Midnight,Robert Jordan,ePUB,12.99,12.99,748117210,2011-01-31,"Little, Brown Book Group",672
9780297608905,The Second Half,Roy Keane,ePUB,12.99,12.99,297608908,2014-10-09,Orion,288
9780743422277,Star Trek,Diane Duane,ePUB,5.99,5.99,743422279,2001-12-03,Pocket Books/Star Trek,256
9781405932585,Then She Vanishes,Claire Douglas,ePUB,15.99,15.99,1405932589,2019-06-27,Penguin Books Ltd,400
9780007320042,"The Doomsday Prophecy (Ben Hope, Book 3)",Scott Mariani,ePUB,12.99,12.99,7320043,2009-03-06,HarperCollins Publishers,482
9780755353453,The Gladiator (Eagles of the Empire 9),Simon Scarrow,ePUB,12.99,12.99,755353455,2009-08-06,Headline,320
9780241290002,Familiar Stranger,Stuart Hall,ePUB,15.99,15.99,241290007,2017-04-06,Penguin Books Ltd,256
9781405515665,The Sword Of Shannara,Terry Brooks,ePUB,12.99,12.99,140551566X,2012-02-23,"Little, Brown Book Group",672
9780297870937,I Am Malala,Malala Yousafzai,ePUB,11.99,11.99,297870939,2013-10-08,Orion,320
9780141986203,Good Economics for Hard Times,Abhijit V. Banerjee,ePUB,21.99,21.99,141986204,2019-11-12,Penguin Books Ltd,256
9780141925912,The Blank Slate,Steven Pinker,ePUB,18.99,18.99,141925914,2003-06-05,Penguin Books Ltd,528
9780748116973,The Black Prism,Brent Weeks,ePUB,11.99,11.99,748116974,2010-08-26,"Little, Brown Book Group",480
9781405942386,Tom Clancy's Enemy Contact,Mike Maden,ePUB,14.99,14.99,140594238X,2019-06-13,Penguin Books Ltd,400
9781302369941,Thanos Rising,Jason Aaron,ePUB,13.19,10.99,1302369946,2014-06-04,Marvel Entertainment,
9780463983096,Across the Seas,Griff Hosker,ePUB,9.19,9.19,463983092,2019-03-04,Griff Hosker,
9780755357215,Praetorian (Eagles of the Empire 11),Simon Scarrow,ePUB,12.99,12.99,755357213,2011-11-10,Headline,340
9780141964522,Goodnight Mister Tom,Michelle Magorian,ePUB,9.99,9.99,141964529,2010-06-03,Penguin Random House Children's UK,448
9781101985007,The Dollhouse,Fiona Davis,ePUB,25.7,20.99,1101985003,2016-08-23,Penguin Publishing Group,
9781407070544,Friends In High Places,Donna Leon,ePUB,15.99,15.99,1407070541,2010-04-13,Random House,336
9781405517829,Dark Witch,Nora Roberts,ePUB,11.99,11.99,1405517824,2013-10-31,"Little, Brown Book Group",368
9780241304396,Maigret and the Informer,Georges Simenon,ePUB,15.99,15.99,241304393,2019-12-05,Penguin Books Ltd,160
9780241365984,American Royals,Katharine McGee,ePUB,9.99,9.99,241365988,2019-09-01,Penguin Random House Children's UK,368
9780141373836,Death in the Spotlight,Robin Stevens,ePUB,9.99,9.99,141373830,2018-10-04,Penguin Random House Children's UK,352
9780316436489,Billion Dollar Whale,Tom Wright,ePUB,23.99,23.99,316436488,2018-09-18,Hachette Books,400
9781119278979,The Leadership Challenge,James M. Kouzes,ePUB,41.79,41.79,111927897X,2017-03-30,Wiley Professional Development (P&T),0
9780345510440,Who,Geoff Smart,ePUB,17.14,13.99,345510445,2008-09-30,Random House Publishing Group,
9780241248805,Anything is Possible,Elizabeth Strout,ePUB,15.99,15.99,241248809,2017-05-04,Penguin Books Ltd,280
9780141924595,An Ice-cream War,William Boyd,ePUB,15.99,15.99,141924594,2013-12-19,Penguin Books Ltd,384
9781407071879,Cinderella Sister,Dilly Court,ePUB,15.99,15.99,1407071874,2011-06-02,Random House,512
9780141911717,Homage to Catalonia,George Orwell,ePUB,15.99,15.99,141911719,2003-06-05,Penguin Books Ltd,272
9780755372775,The Tideway Girls,Pamela Evans,ePUB,12.99,12.99,755372778,2009-10-01,Headline,300
9780141962306,Percy Jackson and the Last Olympian,Rick Riordan,ePUB,12.99,12.99,141962305,2009-05-05,Penguin Books Ltd,368
9780141960609,Stig of the Dump,Clive King,ePUB,9.99,9.99,141960604,2010-06-03,Penguin Random House Children's UK,256
9781405921824,The Penguin Lessons,Tom Michell,ePUB,14.99,14.99,140592182X,2015-11-05,Penguin Books Ltd,288
9780748117383,A Pound Of Flesh,Alex Gray,ePUB,12.99,12.99,748117385,2012-03-01,"Little, Brown Book Group",352
9780141930169,The Twits,Roald Dahl,ePUB,9.99,9.99,141930160,2007-09-06,Penguin Random House Children's UK,112
9780141907048,Back Home,Michelle Magorian,ePUB,9.99,9.99,141907045,2000-01-01,Penguin Random House Children's UK,384
9781407086071,The Leopard,Jo Nesbo,ePUB,15.99,15.99,1407086073,2011-01-20,Random House,752
9781101620380,Fever,Maya Banks,ePUB,10.27,9.99,1101620382,2013-04-02,Penguin Publishing Group,1
9780241413210,The Beach House,Beth Reekles,ePUB,9.99,9.99,241413214,2019-05-11,Penguin Random House Children's UK,208
9780141928524,Strange Tales from a Chinese Studio,Pu Songling,ePUB,14.99,14.99,141928522,2006-05-25,Penguin Books Ltd,608
9780141959801,War And Peace,Leo Tolstoy,ePUB,14.99,14.99,141959800,2009-02-26,Penguin Books Ltd,1472
9780748125715,The Secret Diaries Of Miss Anne Lister: Vol. 1,Anne Lister,ePUB,12.99,12.99,074812571X,2010-11-04,"Little, Brown Book Group",384
9780755388363,Fear Nothing (Detective D.D. Warren 7),Lisa Gardner,ePUB,11.99,11.99,755388364,2014-01-07,Headline,384
9780141972091,The Boundless Sea,David Abulafia,ePUB,19.99,19.99,141972092,2019-10-03,Penguin Books Ltd,512
9780307952219,"Finding Ultra, Revised and Updated Edition",Rich Roll,ePUB,25.7,20.99,307952215,2012-05-22,Harmony/Rodale,
9780141342610,Magnus Chase and the Ship of the Dead (Book 3),Rick Riordan,ePUB,9.99,9.99,141342617,2017-10-03,Penguin Random House Children's UK,528
9780141978512,A History of the Bible,Dr John Barton,ePUB,18.99,18.99,141978511,2019-04-04,Penguin Books Ltd,640
9780748115358,The Great Hunt,Robert Jordan,ePUB,11.99,11.99,748115358,2009-11-17,"Little, Brown Book Group",736
9780141913872,Out of Africa,Isak Dinesen,ePUB,14.99,14.99,141913878,2001-09-27,Penguin Books Ltd,336
9780307788641,Alicia,Alicia Appleman-Jurman,ePUB,13.7,11.99,307788644,2011-02-16,Random House Publishing Group,
9780141971667,The Diary of a Young Girl,Anne Frank,ePUB,14.99,14.99,141971665,2011-06-12,Penguin Books Ltd,368
9780141190761,The Lady in the Lake and Other Novels,Raymond Chandler,ePUB,16.99,16.99,141190760,2001-06-07,Penguin Books Ltd,608
9780241188828,The Value of Everything,Mariana Mazzucato,ePUB,15.99,15.99,241188822,2018-04-26,Penguin Books Ltd,256
9780241981849,"Black Leopard, Red Wolf",Marlon James,ePUB,15.99,15.99,241981840,2019-02-05,Penguin Books Ltd,640
9780141342436,Magnus Chase and the Sword of Summer (Book 1),Rick Riordan,ePUB,9.99,9.99,141342439,2015-10-06,Penguin Random House Children's UK,528
9780786954063,The Halfling's Gem,R.A. Salvatore,ePUB,16.12,12.99,078695406X,2009-06-23,Wizards of the Coast Publishing,384
9781405513463,Rebecca,Daphne Du Maurier,ePUB,11.99,11.99,1405513462,2012-02-09,"Little, Brown Book Group",448
9780141970257,Blue Monday,Nicci French,ePUB,15.99,15.99,141970251,2011-06-23,Penguin Books Ltd,432
9781370239290,Endgame,Chloe Walsh,ePUB,7.59,7.59,1370239297,2023-03-23,Chloe Walsh,
9780307537928,Low Level Hell,Hugh L. Mills Jr.,ePUB,25.7,20.99,307537927,2009-01-16,Random House Publishing Group,
9780241968598,One Hundred Years of Solitude,Gabriel Garcia Marquez,ePUB,15.99,15.99,241968593,2014-03-06,Penguin Books Ltd,432
9781405909730,The 7th Victim,Mary Burton,ePUB,15.99,15.99,1405909730,2013-03-14,Penguin Books Ltd,432
9780141903125,Boy,Roald Dahl,ePUB,9.99,9.99,141903120,2008-09-04,Penguin Random House Children's UK,192
9780241957103,The Forty Rules of Love,Elif Shafak,ePUB,15.99,15.99,241957109,2011-06-02,Penguin Books Ltd,368
9781408808542,Operation Mincemeat,Ben Macintyre,ePUB,18.39,15.99,1408808544,2010-01-18,Bloomsbury Publishing,432
9780297609322,The Hairy Dieters,Hairy Bikers,ePUB,19.99,19.99,297609327,2016-05-19,Orion,192
9780857899644,Masters of Rome,Robert Fabbri,ePUB,9.49,8.99,857899643,2014-08-07,Corvus,300
9781405929813,Christmas with the Bomb Girls,Daisy Styles,ePUB,15.99,15.99,1405929812,2017-10-19,Penguin Books Ltd,400
9780316444996,"Overlord, Vol. 10 (light novel)",Kugane Maruyama,ePUB,22,20.99,316444995,2019-05-21,Yen Press,
9780241334157,Becoming,Michelle Obama,ePUB,16.99,16.99,241334152,2018-11-13,Penguin Books Ltd,400
9780553897050,A Christmas Carol,Charles Dickens,ePUB,8.55,7.99,553897055,2002-11-26,Random House Publishing Group,
9781405521284,The Far Side of the Sun,Kate Furnivall,ePUB,12.99,12.99,1405521287,2013-12-05,"Little, Brown Book Group",384
9780547488981,Gooney Bird Greene,Lois Lowry,ePUB,14.99,14.99,054748898X,2010-04-01,HarperCollins,96
9780141928685,Angels,Marian Keyes,ePUB,15.99,15.99,141928689,2005-03-31,Penguin Books Ltd,496
9781301652815,Auschwitz Escape,Danny Naten,ePUB,4.18,4.18,1301652814,2015-05-11,Danny Naten,
9780141975276,Who Dares Wins,Dominic Sandbrook,ePUB,19.99,19.99,014197527X,2019-10-03,Penguin Books Ltd,480
9781407048017,Knife Edge,Malorie Blackman,ePUB,9.99,9.99,1407048015,2008-12-26,RHCP,416
9780141915128,Want to Play?,P. J. Tracy,ePUB,15.99,15.99,141915129,2004-05-06,Penguin Books Ltd,496
9780141952123,The Winter King,Bernard Cornwell,ePUB,15.99,15.99,141952121,2007-11-01,Penguin Books Ltd,512
9780297869887,Do No Harm,Henry Marsh,ePUB,11.99,11.99,297869884,2014-03-13,Orion,320
9780241981344,The Man Who Solved the Market,Gregory Zuckerman,ePUB,18.99,18.99,241981344,2019-11-05,Penguin Books Ltd,304
9780755386390,The Lost (Paula Maguire 1),Claire McGowan,ePUB,11.99,11.99,755386396,2013-04-11,Headline,305
9780814413470,Reinvention,Brian Tracy,ePUB,2.99,2.99,814413471,2009-01-30,AMACOM,224
9780748123018,Nothing but Trouble,Roberta Kray,ePUB,12.99,12.99,748123016,2012-04-26,"Little, Brown Book Group",480
9780748110025,Inversions,Iain M. Banks,ePUB,12.99,12.99,074811002X,2008-09-04,"Little, Brown Book Group",416
9780316247184,Our Band Could Be Your Life,Michael Azerrad,ePUB,25.99,25.99,316247189,2012-12-01,"Little, Brown and Company",528
9780141986395,"Goodbye, Things",Fumio Sasaki,ePUB,15.99,15.99,141986395,2017-04-11,Penguin Books Ltd,288
9780241983133,Grand Union,Zadie Smith,ePUB,15.99,15.99,241983134,2019-10-03,Penguin Books Ltd,304
9780785171393,Hulk,Greg Pak,ePUB,13.19,10.99,785171398,2019-03-06,Marvel Entertainment,
9781405530743,Long Walk To Freedom,Nelson Mandela,ePUB,12.99,12.99,140553074X,2013-04-25,"Little, Brown Book Group",784
9781405936019,The Whisper Man,Alex North,ePUB,15.99,15.99,1405936010,2019-06-13,Penguin Books Ltd,400
9780141907857,Remember Me,Lesley Pearse,ePUB,15.99,15.99,141907851,2003-08-07,Penguin Books Ltd,600
9780748116584,Proven Guilty,Jim Butcher,ePUB,12.99,12.99,748116583,2010-03-04,"Little, Brown Book Group",528
9780698190214,Psychopath Free (Expanded Edition),Jackson MacKenzie,ePUB,25.7,20.99,698190211,2015-09-01,Penguin Publishing Group,
9780486113845,The Tempest,William Shakespeare,ePUB,1.45,1.45,486113841,2012-03-22,Dover Publications,96
9780141925325,Any Human Heart,William Boyd,ePUB,15.99,15.99,141925329,2003-03-06,Penguin Books Ltd,512
9780297857020,Heaven And Hell,Don Felder,ePUB,17.99,17.99,297857029,2008-09-18,Orion,352
9781310517228,Anxiety,Joshua Fletcher,ePUB,9.38,9.38,1310517223,2016-03-22,Joshua Fletcher,
9780307487308,The Last Stand of the Tin Can Sailors,James D. Hornfischer,ePUB,17.14,13.99,030748730X,2008-11-12,Random House Publishing Group,
9780755387199,"Mary, Mary",James Patterson,ePUB,12.99,12.99,755387198,2011-04-28,Headline,327
9780755352456,The Return,Victoria Hislop,ePUB,12.99,12.99,755352459,2008-02-10,Headline,300
9780755350865,The Eagle's Prey (Eagles of the Empire 5),Simon Scarrow,ePUB,12.99,12.99,755350863,2008-09-04,Headline,448
9780544838307,The Whole30's Food Freedom Forever,Melissa Hartwig Urban,ePUB,12.99,12.99,544838300,2016-10-04,HarperCollins,
9781401928926,The Power Is Within You,Louise Hay,ePUB,10.26,9.99,1401928927,2000-01-01,Hay House,238
9780375896156,Because of Mr. Terupt,Rob Buyea,ePUB,13.19,10.99,375896155,2010-10-12,Random House Children's Books,
9781250229847,Network Effect,Martha Wells,ePUB,19.5,15.99,1250229847,2020-05-05,Tor Publishing Group,
9780241307168,The Penguin Book of the Contemporary British Short Story,Philip Hensher,ePUB,15.99,15.99,241307163,2018-10-04,Penguin Books Ltd,432
9780575088078,The Wise Man's Fear,Patrick Rothfuss,ePUB,12.99,12.99,575088079,2011-03-01,Orion,1008
9780768487817,The Gateway to the Seer Realm,Barbie Breathitt,ePUB,24.93,20.99,768487811,2012-08-21,"Destiny Image, Inc.",316
9780141930183,Blink,Malcolm Gladwell,ePUB,15.99,15.99,141930187,2006-02-23,Penguin Books Ltd,304
9780141962535,Redemption,Jussi Adler-Olsen,ePUB,15.99,15.99,141962534,2013-07-18,Penguin Books Ltd,640
9781101097632,The Prosperity Bible,Napoleon Hill,ePUB,25.7,20.99,1101097639,2007-11-08,Penguin Publishing Group,1280
9781405921107,Jamie's Food Tube,Gennaro Contaldo,ePUB,14.99,14.99,1405921102,2015-07-02,Penguin Books Ltd,128
9780141956961,Crime and Punishment,Fyodor Dostoevsky,ePUB,10.99,10.99,141956968,2014-02-27,Penguin Books Ltd,720
9780007320936,Child of the Phoenix,Barbara Erskine,ePUB,10.99,10.99,7320930,2009-03-13,HarperCollins Publishers,944
9781311220516,Thornbear,Michael G. Manning,ePUB,5,5,1311220518,2015-05-09,Michael G. Manning,
9780141966694,Matched,Ally Condie,ePUB,9.99,9.99,141966696,2010-12-02,Penguin Random House Children's UK,384
9780749020200,A Stranger in Honeyfield,Anna Jacobs,ePUB,14.38,12.99,749020202,2016-02-16,Allison & Busby,300
